0.007110, 4.802048, 0.219799, -0.261786, -0.005238, 0.317610, -0.219755, -0.005827, -5.103319, -0.206125, -0.186415, 0.017819, -0.313854, -0.137529, 0.025818, 0.025757, -0.142850, 0.000012, 1.121141, -2.419891, 3.118672, -0.008783, 1.895682, 2.060496, -1.646461, 3.420019, 0.782654, -0.014960, 3.946537, -1.013416, -0.004844, 3.134585, 
-0.005766, 4.727760, 0.218627, -0.267712, -0.002734, 0.312385, -0.220905, 0.007096, -5.027836, -0.209440, -0.193259, 0.012423, -0.310725, -0.139510, 0.025818, 0.025801, -0.143258, -0.000003, 1.124813, -2.419415, 3.134715, -0.020840, 1.855318, 2.062321, -1.643092, 3.420636, 0.797625, -0.019416, 3.925170, -1.013638, -0.001952, 3.151283, 
-0.005766, 4.727760, 0.218627, -0.267712, -0.002734, 0.312385, -0.220905, 0.007096, -5.027836, -0.209440, -0.193259, 0.012423, -0.310725, -0.139510, 0.025818, 0.025801, -0.143258, -0.000003, 1.124813, -2.419415, 3.134715, -0.020840, 1.855318, 2.062321, -1.643092, 3.420636, 0.797625, -0.019416, 3.925170, -1.013638, -0.001952, 3.151283, 
0.007297, 4.757367, 0.234692, -0.274736, 0.005305, 0.314167, -0.208619, 0.002922, -5.059879, -0.217877, -0.194838, 0.009323, -0.312588, -0.128446, 0.025738, 0.025735, -0.143395, 0.000094, 1.106563, -2.421965, 3.115872, -0.023047, 2.005881, 2.060171, -1.652956, 3.420376, 0.805749, -0.022988, 3.885308, -1.013684, -0.018980, 3.132284, 
0.020269, 4.829909, 0.223060, -0.269473, -0.005156, 0.315219, -0.213245, -0.011072, -5.126614, -0.211198, -0.187055, 0.016173, -0.317411, -0.132120, 0.025723, 0.025816, -0.143068, 0.000123, 1.122056, -2.419071, 3.127685, -0.008607, 1.891928, 2.060647, -1.640652, 3.419325, 0.788684, -0.024017, 3.941104, -1.011874, 0.003469, 3.127974, 
0.007070, 4.787646, 0.212480, -0.264954, -0.009949, 0.315379, -0.215569, -0.016339, -5.084435, -0.207813, -0.187794, 0.017087, -0.317089, -0.139290, 0.025883, 0.025960, -0.142951, -0.000075, 1.125449, -2.423893, 3.121036, -0.020359, 1.833052, 2.066180, -1.635484, 3.422808, 0.721919, -0.026125, 4.315246, -1.010837, 0.024529, 3.121718, 
0.008805, 4.724132, 0.218319, -0.264910, -0.003844, 0.312030, -0.209346, -0.014432, -5.025530, -0.202392, -0.183616, 0.018797, -0.311226, -0.132979, 0.025887, 0.025716, -0.142818, -0.000000, 1.142574, -2.413833, 3.041794, -0.022986, 2.033459, 2.055599, -1.622169, 3.423208, 0.466940, 0.657360, 3.346166, -1.018283, 0.029435, 3.075771, 
0.006558, 4.776050, 0.208699, -0.260604, -0.011499, 0.315865, -0.216610, -0.012390, -5.075841, -0.196870, -0.182866, 0.023567, -0.313334, -0.137780, 0.025885, 0.025741, -0.143045, -0.000032, 1.123264, -2.418935, 3.112584, -0.009846, 1.893334, 2.059804, -1.643079, 3.421255, 0.777900, -0.193576, 3.968029, -1.013596, -0.000601, 3.124692, 
0.001928, 4.829315, 0.215320, -0.264444, -0.008248, 0.323143, -0.221572, -0.006254, -5.129882, -0.205046, -0.189406, 0.019639, -0.318239, -0.142217, 0.026022, 0.025887, -0.143268, -0.000075, 1.127636, -2.418205, 3.128526, -0.020340, 1.854753, 2.060877, -1.639201, 3.421980, 0.786898, -0.008735, 3.965569, -1.014012, 0.001959, 3.141718, 
0.009599, 4.766811, 0.230988, -0.268678, 0.002640, 0.318226, -0.214379, -0.006396, -5.071608, -0.211093, -0.189172, 0.013433, -0.313899, -0.133097, 0.025899, 0.025728, -0.143027, -0.000011, 1.108399, -2.421105, 3.108807, -0.023052, 2.007818, 2.058038, -1.651635, 3.422269, 0.792091, -0.014867, 3.939900, -1.015734, -0.019008, 3.129883, 
