7.2E-05,-0.00023,0
7.2E-05,-0.00023,1
7.8E-05,-0.000229,2
6.9E-05,-0.000229,3
7.9E-05,-0.000228,4
6.9E-05,-0.000227,5
7.2E-05,-0.000228,6
7.6E-05,-0.000228,7
7.6E-05,-0.000224,8
7.4E-05,-0.000231,9
7.5E-05,-0.00023,10
6.8E-05,-0.000224,11
-5E-05,-0.000212,12
-0.001072,-0.000183,13
-0.001072,-0.000183,14
-0.002332,-0.000185,15
-0.004213,-0.000196,16
-0.006775,-0.000212,17
-0.009999,-0.000222,18
-0.013838,-0.000228,19
-0.018262,-0.00024,20
-0.023219,-0.000261,21
-0.034672,-0.000312,22
-0.034672,-0.000312,23
-0.048004,-0.000346,24
-0.048004,-0.000346,25
-0.055278,-0.000362,26
-0.062882,-0.000379,27
-0.070617,-0.000398,28
-0.086514,-0.000416,29
-0.086514,-0.000416,30
-0.094625,-0.000415,31
-0.102824,-0.000415,32
-0.119595,-0.000401,33
-0.119595,-0.000401,34
-0.128131,-0.000386,35
-0.136818,-0.000372,36
-0.154811,-0.000314,37
-0.154811,-0.000314,38
-0.175079,-0.00024,39
-0.175079,-0.00024,40
-0.186566,-0.000218,41
-0.21269,-0.000249,42
-0.21269,-0.000249,43
-0.241913,-0.000275,44
-0.241913,-0.000275,45
-0.256874,-0.000265,46
-0.286238,-0.000218,47
-0.286238,-0.000218,48
-0.300728,-0.000186,49
-0.315571,-0.000164,50
-0.331103,-0.000132,51
-0.347401,-0.000123,52
-0.364457,-0.00012,53
-0.382105,-0.000125,54
-0.4183,-9.5E-05,55
-0.4183,-9.5E-05,56
-0.436382,-5.6E-05,57
-0.492905,4.6E-05,58
-0.492905,4.6E-05,59
-0.492905,4.6E-05,60
-0.513435,4.5E-05,61
-0.534773,1.8E-05,62
-0.556432,-3E-05,63
-0.577923,-3.3E-05,64
-0.598671,3.1E-05,65
-0.618683,0.000138,66
-0.638351,0.000235,67
-0.6581,0.000234,68
-0.699261,7.4E-05,69
-0.699261,7.4E-05,70
-0.720208,5.7E-05,71
-0.740503,0.000155,72
-0.777609,0.000398,73
-0.777609,0.000398,74
-0.794554,0.00039,75
-0.811075,0.000311,76
-0.827849,0.000235,77
-0.844996,0.000234,78
-0.862326,0.000302,79
-0.879386,0.000388,80
-0.879386,0.000388,81
-0.895467,0.000415,82
