-9.2e-05,0.149624,-6e-06,-0.099958,2.8000000000000003e-05,-0.000138,5.9999999999999995e-05,-5.7999999999999994e-05,-0.14944000000000002,-3.2e-05,-0.099952,-6e-06,5.4000000000000005e-05,0.000124,-2e-05,-1.9e-05,0.000388,4.4e-05,-0.000325,-0.000173,-0.000339,-1.4999999999999999e-05,-0.000363,4.4e-05,0.000338,4.2e-05,-0.00028399999999999996,-1.2e-05,-0.000424,-0.00019099999999999998,9.8e-05,-0.00027
-9.2e-05,0.149659,7.000000000000001e-06,-0.099957,2.8999999999999997e-05,-0.000128,5.6999999999999996e-05,-5.9e-05,-0.149477,-3.5e-05,-0.099951,-5e-06,4.3e-05,0.000121,-2e-05,-1.8e-05,0.00040599999999999995,4.4e-05,-0.000323,-0.000173,-0.000362,-1.4000000000000001e-05,-0.000434,4.3e-05,0.000337,4.2e-05,-0.000309,-8e-06,-0.000489,-0.000193,9.9e-05,-0.000266
-9.7e-05,0.14961,-6e-06,-0.099958,2.2e-05,-0.000143,5.7999999999999994e-05,-5.3e-05,-0.149422,-2.9999999999999997e-05,-0.099952,-5e-06,5.9e-05,0.000121,-2e-05,-1.9e-05,0.00041600000000000003,4.3e-05,-0.000322,-0.000172,-0.000386,-1.6e-05,-0.000504,4.3e-05,0.000337,4.2e-05,-0.000336,-7.000000000000001e-06,-0.000556,-0.00019099999999999998,9.9e-05,-0.00026000000000000003
-0.000102,0.149582,7.000000000000001e-06,-0.099959,2.1e-05,-0.00015,5.7999999999999994e-05,-4.9e-05,-0.149393,-2.6000000000000002e-05,-0.099954,-5e-06,6.4e-05,0.000122,-2.1e-05,-1.9e-05,0.00042,4.3e-05,-0.000322,-0.000173,-0.000407,-2.7000000000000002e-05,-0.000547,4.3e-05,0.000337,4.3e-05,-0.00036,-8e-06,-0.000628,-0.000192,0.0001,-0.00025299999999999997
-9.8e-05,0.149636,-7.000000000000001e-06,-0.09996000000000001,2.8000000000000003e-05,-0.000136,6.1e-05,-5.2000000000000004e-05,-0.149453,-3.2e-05,-0.099954,-5e-06,5.2000000000000004e-05,0.000124,-2e-05,-1.8e-05,0.00043200000000000004,4.4e-05,-0.000322,-0.000173,-0.00044500000000000003,-5e-06,-0.000642,4.3e-05,0.000335,4.3e-05,-0.000386,-9e-06,-0.000696,-0.000192,9.7e-05,-0.00025
-9.8e-05,0.149654,8e-06,-0.099959,2.7000000000000002e-05,-0.000128,5.7999999999999994e-05,-5.3e-05,-0.149471,-3.4e-05,-0.099954,-4e-06,4.5e-05,0.000124,-2e-05,-1.8e-05,0.000449,4.3e-05,-0.000323,-0.000173,-0.00046399999999999995,-7.000000000000001e-06,-0.000705,4.3e-05,0.000333,4.3e-05,-0.00040199999999999996,-1.4999999999999999e-05,-0.000767,-0.000192,9.499999999999999e-05,-0.000244
-0.000105,0.149599,-7.000000000000001e-06,-0.09996100000000001,2.9999999999999997e-05,-0.000146,5.4000000000000005e-05,-4.5e-05,-0.149411,-2.7000000000000002e-05,-0.099955,-4e-06,6.4e-05,0.000121,-2e-05,-1.9e-05,0.000455,4.3e-05,-0.000321,-0.000172,-0.000475,-1.7e-05,-0.000769,4.3e-05,0.000335,4.3e-05,-0.00041500000000000006,-2.6000000000000002e-05,-0.0008179999999999999,-0.000193,9.499999999999999e-05,-0.00023500000000000002
-0.00010800000000000001,0.149588,-1.2e-05,-0.099963,3.8e-05,-0.000146,5.6999999999999996e-05,-4.3e-05,-0.149402,-2.7000000000000002e-05,-0.099957,-8e-06,6.500000000000001e-05,0.000122,-2.1e-05,-1.9e-05,0.00045599999999999997,4.3e-05,-0.00032,-0.000173,-0.0005070000000000001,5e-06,-0.00082,4.2e-05,0.000335,4.3e-05,-0.00045099999999999996,5e-06,-0.0008759999999999999,-0.000194,9.7e-05,-0.00023500000000000002
-0.000101,0.149645,-7.000000000000001e-06,-0.099963,3.4e-05,-0.000133,6.500000000000001e-05,-4.7e-05,-0.14946199999999998,-3.6e-05,-0.09995599999999999,-6e-06,4.7e-05,0.000128,-2e-05,-1.9e-05,0.000466,4.4e-05,-0.000321,-0.000172,-0.000519,-8e-06,-0.000857,4.2e-05,0.000333,4.3e-05,-0.000463,-7.000000000000001e-06,-0.0009140000000000001,-0.000194,9.7e-05,-0.000234
-0.000103,0.149647,-7.000000000000001e-06,-0.09996100000000001,2.6000000000000002e-05,-0.000133,5.5e-05,-4.6e-05,-0.149463,-2.9999999999999997e-05,-0.099955,-5e-06,4.9e-05,0.00011899999999999999,-2e-05,-1.8e-05,0.00047599999999999997,4.3e-05,-0.000319,-0.000172,-0.000516,-2.1e-05,-0.000892,4.3e-05,0.000333,4.3e-05,-0.00046100000000000004,-1.9e-05,-0.000949,-0.000194,9.8e-05,-0.000227
-0.00010400000000000001,0.14959,-8e-06,-0.09997,2.6000000000000002e-05,-0.000145,5.9999999999999995e-05,-4.1e-05,-0.149402,-2e-05,-0.099967,-5e-06,6.4e-05,0.000123,-2e-05,-1.9e-05,0.000472,4.2e-05,-0.000327,-0.000173,-0.000538,-5e-06,-0.000908,4.3e-05,0.000327,4.3e-05,-0.000481,5e-06,-0.000967,-0.000194,8.7e-05,-0.000225
