-0.000228,0.00014,-0.000396,-1.6E-05,-0.00051,-0.000173,-0.00023
-0.000228,0.00014,-0.000396,-1.6E-05,-0.00051,-0.000173,-0.00023
-0.000229,0.00014,-0.000406,4E-06,-0.000509,-0.000173,-0.000229
-0.00023,0.00014,-0.000404,-5E-06,-0.000507,-0.000173,-0.000229
-0.000228,0.00014,-0.000399,-1.2E-05,-0.000512,-0.000173,-0.000228
-0.00023,0.00014,-0.000407,4E-06,-0.000515,-0.000173,-0.000227
-0.00023,0.00014,-0.000408,-4E-06,-0.000515,-0.000173,-0.000228
-0.000228,0.00014,-0.000403,-1E-05,-0.000519,-0.000173,-0.000228
-0.000229,0.00014,-0.000394,-2.7E-05,-0.000498,-0.000173,-0.000224
-0.000227,0.00014,-0.000414,-4E-06,-0.000523,-0.000173,-0.000231
-0.000227,0.00014,-0.000411,-8E-06,-0.000525,-0.000173,-0.00023
-0.000232,0.00014,-0.000404,-2E-05,-0.000526,-0.000173,-0.000224
-0.000291,0.00014,-0.000432,-4E-06,-0.000522,-0.000174,-0.000212
-0.000537,0.000139,-0.000487,-1.2E-05,-0.000484,-0.000178,-0.000183
-0.000537,0.000139,-0.000487,-1.2E-05,-0.000484,-0.000178,-0.000183
-0.000662,0.000146,-0.000507,-1.2E-05,-0.000463,-0.000183,-0.000185
-0.000731,0.000153,-0.000507,-1.2E-05,-0.000448,-0.00019,-0.000196
-0.000709,0.000156,-0.000497,-1.1E-05,-0.000436,-0.000194,-0.000212
-0.000641,0.000162,-0.000484,-1E-05,-0.000425,-0.000199,-0.000222
-0.000542,0.000165,-0.000471,-9E-06,-0.000413,-0.000202,-0.000228
-0.000477,0.000166,-0.000462,-8E-06,-0.000396,-0.000203,-0.00024
-0.000459,0.000169,-0.000452,-8E-06,-0.000378,-0.000203,-0.000261
-0.000507,0.000158,-0.000439,-8E-06,-0.00034,-0.000195,-0.000312
-0.000507,0.000158,-0.000439,-8E-06,-0.00034,-0.000195,-0.000312
-0.000468,0.000144,-0.000431,-8E-06,-0.000319,-0.000179,-0.000346
-0.000468,0.000144,-0.000431,-8E-06,-0.000319,-0.000179,-0.000346
-0.00039,0.000134,-0.000424,-7E-06,-0.000319,-0.00017,-0.000362
-0.000347,0.000125,-0.00042,-6E-06,-0.000325,-0.000159,-0.000379
-0.000286,0.00012,-0.000416,-7E-06,-0.000343,-0.00015,-0.000398
-0.000306,0.000106,-0.000431,-1.4E-05,-0.000384,-0.000138,-0.000416
-0.000306,0.000106,-0.000431,-1.4E-05,-0.000384,-0.000138,-0.000416
-0.000345,0.000104,-0.000449,-2.4E-05,-0.000385,-0.000136,-0.000415
-0.000342,0.000105,-0.000479,-5E-06,-0.000444,-0.000135,-0.000415
-0.00032,0.000114,-0.000511,-9E-06,-0.000527,-0.000145,-0.000401
-0.00032,0.000114,-0.000511,-9E-06,-0.000527,-0.000145,-0.000401
-0.000303,0.000119,-0.000522,-2.4E-05,-0.000574,-0.000152,-0.000386
-0.000326,0.000128,-0.000567,-5E-06,-0.000624,-0.00016,-0.000372
-0.00041,0.000138,-0.00061,-3.2E-05,-0.0007,-0.000174,-0.000314
-0.00041,0.000138,-0.00061,-3.2E-05,-0.0007,-0.000174,-0.000314
-0.000828,0.000141,-0.000756,-1.3E-05,-0.000722,-0.000182,-0.00024
-0.000828,0.000141,-0.000756,-1.3E-05,-0.000722,-0.000182,-0.00024
-0.001063,0.000139,-0.000807,-2E-05,-0.00072,-0.000182,-0.000218
-0.001024,0.00012,-0.000783,-2E-05,-0.000752,-0.000165,-0.000249
-0.001024,0.00012,-0.000783,-2E-05,-0.000752,-0.000165,-0.000249
-0.00029,9.3E-05,-0.000672,-5E-06,-0.000825,-0.000131,-0.000275
-0.00029,9.3E-05,-0.000672,-5E-06,-0.000825,-0.000131,-0.000275
0.000189,8.1E-05,-0.00064,-1E-05,-0.00084,-0.000114,-0.000265
0.000197,6E-05,-0.000671,-6E-06,-0.000817,-9.3E-05,-0.000218
0.000197,6E-05,-0.000671,-6E-06,-0.000817,-9.3E-05,-0.000218
-0.000236,5.9E-05,-0.000694,-2.4E-05,-0.000791,-9.2E-05,-0.000186
-0.000617,5.5E-05,-0.00077,-8E-06,-0.000745,-9.7E-05,-0.000164
-0.000976,5.9E-05,-0.000822,-1.3E-05,-0.000702,-0.000107,-0.000132
-0.00106,6.2E-05,-0.000847,-1.5E-05,-0.000692,-0.000112,-0.000123
-0.000851,6.7E-05,-0.000819,-1.4E-05,-0.000712,-0.000116,-0.00012
-0.00045,7.1E-05,-0.000764,-1.7E-05,-0.00076,-0.000118,-0.000125
0.000168,8E-05,-0.000732,-1.6E-05,-0.00083,-0.000124,-9.5E-05
0.000168,8E-05,-0.000732,-1.6E-05,-0.00083,-0.000124,-9.5E-05
-0.000159,8.2E-05,-0.00078,-4E-06,-0.000844,-0.00013,-5.6E-05
-0.001072,6.7E-05,-0.000962,-1.6E-05,-0.000837,-0.00014,4.6E-05
-0.001072,6.7E-05,-0.000962,-1.6E-05,-0.000837,-0.00014,4.6E-05
-0.001072,6.7E-05,-0.000962,-1.6E-05,-0.000837,-0.00014,4.6E-05
-0.00119,6.9E-05,-0.00098,-2.4E-05,-0.000872,-0.000135,4.5E-05
-0.000915,5.2E-05,-0.000934,-2.9E-05,-0.00096,-0.000117,1.8E-05
-0.000277,4.3E-05,-0.000861,-5E-06,-0.001084,-9.5E-05,-3E-05
0.000551,4.8E-05,-0.000783,-2.1E-05,-0.001213,-8.3E-05,-3.3E-05
0.001039,4.6E-05,-0.000797,-4.7E-05,-0.001302,-8.4E-05,3.1E-05
0.000931,4.9E-05,-0.000926,-1E-05,-0.001346,-9.5E-05,0.000138
0.000213,4.9E-05,-0.001077,-1.9E-05,-0.001314,-0.000116,0.000235
-0.000782,6.1E-05,-0.001184,-1.1E-05,-0.001308,-0.000153,0.000234
-0.00111,0.000122,-0.001048,-4E-05,-0.001465,-0.000206,7.4E-05
-0.00111,0.000122,-0.001048,-4E-05,-0.001465,-0.000206,7.4E-05
-0.000219,0.000145,-0.000982,-7E-06,-0.001606,-0.000213,5.7E-05
0.001033,0.00016,-0.000936,-5.3E-05,-0.001726,-0.000211,0.000155
0.001534,0.000153,-0.001185,-1.6E-05,-0.001777,-0.000235,0.000398
0.001534,0.000153,-0.001185,-1.6E-05,-0.001777,-0.000235,0.000398
0.000592,0.000171,-0.001242,-2.3E-05,-0.001711,-0.000262,0.00039
-0.000566,0.000202,-0.001212,-1.5E-05,-0.001661,-0.000297,0.000311
-0.00129,0.000217,-0.00113,-5.2E-05,-0.001645,-0.000314,0.000235
-0.001163,0.000205,-0.001117,-1.5E-05,-0.001649,-0.000304,0.000234
-0.000319,0.000169,-0.001111,-2.4E-05,-0.001668,-0.000265,0.000302
0.000755,0.000139,-0.001149,-9E-06,-0.001693,-0.000226,0.000388
0.000755,0.000139,-0.001149,-9E-06,-0.001693,-0.000226,0.000388
0.001468,0.000104,-0.001149,-3.9E-05,-0.001696,-0.000197,0.000415
0.001438,0.000106,-0.001101,-5.9E-05,-0.00163,-0.000194,0.00042
-0.000494,9.8E-05,-0.001077,-6.7E-05,-0.001329,-0.000212,0.000427
-0.000494,9.8E-05,-0.001077,-6.7E-05,-0.001329,-0.000212,0.000427
-0.001366,9.7E-05,-0.001112,-1.9E-05,-0.001249,-0.000225,0.000431
-0.001431,1E-04,-0.001065,-2.5E-05,-0.001188,-0.000225,0.000414
-0.000686,0.000101,-0.000984,-3.9E-05,-0.001203,-0.000215,0.000378
0.000494,0.000104,-0.000936,-9E-06,-0.001232,-0.000206,0.000365
0.001545,0.000107,-0.000899,-3E-05,-0.001263,-0.000207,0.000395
0.001937,0.000126,-0.000912,-2.7E-05,-0.001231,-0.000229,0.000458
0.00156,0.000153,-0.000941,-1.9E-05,-0.001142,-0.000268,0.000501
0.000642,0.0002,-0.000931,-1.3E-05,-0.001042,-0.000318,0.000506
-0.000378,0.00025,-0.000914,-5E-06,-0.000962,-0.000372,0.00049
-0.001016,0.000275,-0.000878,-2.8E-05,-0.000902,-0.000405,0.000522
-0.001016,0.000275,-0.000878,-2.8E-05,-0.000902,-0.000405,0.000522
-0.000433,0.000246,-0.000907,6E-06,-0.000947,-0.000379,0.000543
0.000331,0.000212,-0.000932,-2.1E-05,-0.001002,-0.000338,0.000561
0.000867,0.000163,-0.000943,-5.2E-05,-0.001012,-0.000294,0.000569
0.000877,0.000123,-0.000976,-9E-06,-0.001091,-0.000249,0.000579
0.000398,7.4E-05,-0.000976,-1.3E-05,-0.001088,-0.000211,0.00058
-0.000356,5E-05,-0.000983,-6E-06,-0.00109,-0.000182,0.000572
-0.000796,3.4E-05,-0.000976,-2.5E-05,-0.001106,-0.000162,0.000539
-0.000801,3.1E-05,-0.000955,-6E-05,-0.001106,-0.000145,0.000534
-0.000366,-3.1E-05,-0.000995,-1.2E-05,-0.001236,-0.000135,0.000543
0.000242,-3.2E-05,-0.001046,-3E-06,-0.001319,-0.000134,0.000572
0.000696,3.6E-05,-0.001063,-3.2E-05,-0.001389,-0.000151,0.000603
0.000758,5.6E-05,-0.001092,-8E-06,-0.001421,-0.000185,0.000629
0.00046,9.5E-05,-0.001066,-3.4E-05,-0.001432,-0.000234,0.00063
-0.000143,0.000155,-0.001058,-1.3E-05,-0.001412,-0.000294,0.000616
-0.000358,0.000202,-0.001039,-7E-06,-0.001415,-0.000343,0.000599
-0.000417,0.000238,-0.001011,-4.3E-05,-0.001417,-0.00038,0.00061
-0.000212,0.000247,-0.00103,-1.3E-05,-0.001417,-0.000395,0.000636
0.00033,0.000249,-0.00105,-5E-06,-0.001432,-0.000393,0.000654
0.000661,0.000246,-0.001055,-3.9E-05,-0.001421,-0.000381,0.000659
0.000711,0.000219,-0.001051,-9E-06,-0.001384,-0.000361,0.000652
0.000153,0.000158,-0.000982,-1.1E-05,-0.001251,-0.000303,0.000623
-0.000324,9.2E-05,-0.000929,-3.2E-05,-0.001128,-0.00023,0.000609
-0.000324,9.2E-05,-0.000929,-3.2E-05,-0.001128,-0.00023,0.000609
0.00015,3.4E-05,-0.000946,-3E-06,-0.001033,-0.000167,0.000624
0.00015,3.4E-05,-0.000946,-3E-06,-0.001033,-0.000167,0.000624
0.000202,-3.1E-05,-0.000925,-2.4E-05,-0.000988,-0.000149,0.000668
0.000202,-3.1E-05,-0.000925,-2.4E-05,-0.000988,-0.000149,0.000668
0.000145,-3E-05,-0.000943,-7E-06,-0.000925,-0.000149,0.000659
-0.000267,2.9E-05,-0.000921,5E-06,-0.00088,-0.00016,0.000628
-0.000377,4.6E-05,-0.00085,-1.3E-05,-0.000858,-0.000181,0.000615
-0.000327,8.2E-05,-0.000844,-1.6E-05,-0.000836,-0.000226,0.00064
-0.000327,8.2E-05,-0.000844,-1.6E-05,-0.000836,-0.000226,0.00064
-0.000151,0.000101,-0.000883,-4E-06,-0.000856,-0.00025,0.000666
0.000134,0.000125,-0.000902,-3.5E-05,-0.000853,-0.000272,0.000685
0.000132,0.000132,-0.000878,-4E-06,-0.000923,-0.000282,0.000704
0.000132,0.000132,-0.000878,-4E-06,-0.000923,-0.000282,0.000704
-0.000191,0.000105,-0.00086,-4.8E-05,-0.000899,-0.000266,0.000701
-0.000286,8.6E-05,-0.000904,-1.3E-05,-0.000957,-0.000236,0.000702
-0.000293,4.3E-05,-0.000934,-5E-06,-0.000991,-0.000192,0.000702
-0.000218,-3.3E-05,-0.000944,-2.1E-05,-0.00102,-0.00014,0.000721
0.000152,-0.000129,-0.000959,-3E-06,-0.001093,-3.7E-05,0.000718
0.000152,-0.000129,-0.000959,-3E-06,-0.001093,-3.7E-05,0.000718
0.000158,-0.000168,-0.000963,-2.7E-05,-0.001114,8E-06,0.000709
-0.000158,-0.000181,-0.001009,-8E-06,-0.001111,1.7E-05,0.000714
-0.000243,-0.000176,-0.000981,-2.1E-05,-0.001126,-1.4E-05,0.000758
-0.000243,-0.000176,-0.000981,-2.1E-05,-0.001126,-1.4E-05,0.000758
-0.00025,-0.000141,-0.000998,-6E-06,-0.001126,-3.9E-05,0.000765
-0.000209,-8.5E-05,-0.000993,-4.5E-05,-0.001112,-8.9E-05,0.000778
-0.000156,-4.3E-05,-0.001007,-1.4E-05,-0.00112,-0.000145,0.000806
-0.000142,3.7E-05,-0.001014,-4E-06,-0.00112,-0.000204,0.00084
-0.000131,9.1E-05,-0.000991,-5.1E-05,-0.001063,-0.000265,0.000877
-0.00013,0.000135,-0.001003,-1.7E-05,-0.001099,-0.000315,0.000894
-0.000192,0.000178,-0.001021,-7E-06,-0.001083,-0.000356,0.000904
-0.000255,0.000198,-0.001032,4E-06,-0.001075,-0.00038,0.00092
-0.000306,0.000199,-0.001023,-2.3E-05,-0.001065,-0.000385,0.000946
-0.000303,0.00018,-0.001044,-8E-06,-0.001067,-0.000372,0.000971
-0.000253,0.00015,-0.001063,4E-06,-0.001081,-0.000344,0.000984
-0.000196,0.000112,-0.001059,-2.3E-05,-0.001094,-0.000307,0.000995
-0.000161,6.7E-05,-0.001076,-7E-06,-0.001118,-0.000266,0.001004
-0.000153,3.2E-05,-0.001092,4E-06,-0.001147,-0.000223,0.001023
-0.000159,-3.6E-05,-0.001104,-2.4E-05,-0.001165,-0.000188,0.001045
-0.000199,-6.1E-05,-0.001136,-8E-06,-0.001188,-0.000161,0.001073
-0.000231,-7.6E-05,-0.001163,5E-06,-0.001221,-0.000148,0.001094
-0.000248,-8E-05,-0.001169,-2.6E-05,-0.001247,-0.000145,0.001122
-0.000227,-7.8E-05,-0.001191,-9E-06,-0.001282,-0.000153,0.001156
-0.000182,-6.7E-05,-0.001207,5E-06,-0.001322,-0.000167,0.001212
-0.000134,-6.5E-05,-0.0012,-3.4E-05,-0.001349,-0.00018,0.001279
0.000136,-6.7E-05,-0.001226,-1.3E-05,-0.001356,-0.000187,0.001333
0.000159,-6.4E-05,-0.001246,-6E-06,-0.001358,-0.000195,0.001349
0.000136,-5.1E-05,-0.001274,-3E-06,-0.001336,-0.000202,0.001349
-0.000131,-4.8E-05,-0.001269,4E-06,-0.001314,-0.000208,0.001358
-0.00019,-4.8E-05,-0.00124,-3.5E-05,-0.001279,-0.000212,0.001378
-0.000261,-4.6E-05,-0.001265,-1.3E-05,-0.00123,-0.000224,0.001408
-0.000309,-3.4E-05,-0.001297,-6E-06,-0.001204,-0.000242,0.001437
-0.0003,2.6E-05,-0.0013,-4.2E-05,-0.001187,-0.00027,0.001452
-0.000272,4.6E-05,-0.001329,-1.4E-05,-0.001175,-0.000305,0.001476
-0.00023,7.9E-05,-0.001333,-5E-06,-0.001201,-0.000345,0.001526
