3.3E-05,0.149549,-9.2E-05,-0.099945,4.1E-05,-0.000121,0.000177,4.5E-05,-0.149561,-3.9E-05,-0.100075,-8.4E-05,0.000182,5E-05,-3.2E-05,-2E-05,0.000465,-3E-05,-0.000228,0.00014,-0.000396,-1.6E-05,-0.00051,-0.000173,0.000246,-0.000293,-0.000321,-1.6E-05,-0.000587,1E-05,7.2E-05,-0.00023
3.3E-05,0.149549,-9.2E-05,-0.099945,4.1E-05,-0.000121,0.000177,4.5E-05,-0.149561,-3.9E-05,-0.100075,-8.4E-05,0.000182,5E-05,-3.2E-05,-2E-05,0.000465,-3E-05,-0.000228,0.00014,-0.000396,-1.6E-05,-0.00051,-0.000173,0.000246,-0.000293,-0.000321,-1.6E-05,-0.000587,1E-05,7.2E-05,-0.00023
-2.7E-05,0.149547,-7.7E-05,-0.099936,6.3E-05,-0.000117,0.000163,3.6E-05,-0.149559,-3.8E-05,-0.100078,-8E-05,0.000183,5.3E-05,-3.2E-05,-2.1E-05,0.000466,-4E-05,-0.000229,0.00014,-0.000406,4E-06,-0.000509,-0.000173,0.000245,-0.000293,-0.00032,-1.9E-05,-0.000582,1E-05,7.8E-05,-0.000229
3E-05,0.149548,-7E-05,-0.099944,5.8E-05,-0.000117,0.000175,4.7E-05,-0.149561,-3.3E-05,-0.100077,-7.9E-05,0.000184,5.3E-05,-3.2E-05,-2.1E-05,0.000466,-3.1E-05,-0.00023,0.00014,-0.000404,-5E-06,-0.000507,-0.000173,0.000245,-0.000293,-0.00032,-2E-05,-0.000583,1E-05,6.9E-05,-0.000229
-2.7E-05,0.149551,-8.1E-05,-0.099935,6.3E-05,-0.000123,0.000161,3.4E-05,-0.149562,-3.7E-05,-0.100078,-7.7E-05,0.000183,5.1E-05,-3.3E-05,-2.1E-05,0.000467,-3.9E-05,-0.000228,0.00014,-0.000399,-1.2E-05,-0.000512,-0.000173,0.000246,-0.000293,-0.00032,-1.9E-05,-0.000584,1E-05,7.9E-05,-0.000228
3E-05,0.149547,-7.4E-05,-0.099945,5.7E-05,-0.000117,0.000171,4.7E-05,-0.149561,-3.3E-05,-0.100077,-7.8E-05,0.000183,5.2E-05,-3.2E-05,-2.1E-05,0.000464,-3.1E-05,-0.00023,0.00014,-0.000407,4E-06,-0.000515,-0.000173,0.000245,-0.000293,-0.000321,-2.4E-05,-0.000567,1E-05,6.9E-05,-0.000227
2.6E-05,0.149547,-8.4E-05,-0.099941,6E-05,-0.000123,0.000168,4.2E-05,-0.149559,-4E-05,-0.100079,-8.1E-05,0.000183,5.5E-05,-3.3E-05,-2.1E-05,0.000466,-3.4E-05,-0.00023,0.00014,-0.000408,-4E-06,-0.000515,-0.000173,0.000245,-0.000293,-0.000322,-2.5E-05,-0.000569,1E-05,7.2E-05,-0.000228
-2.6E-05,0.149549,-8.1E-05,-0.099937,6.5E-05,-0.00012,0.00016,3.7E-05,-0.149561,-3.7E-05,-0.100079,-7.7E-05,0.000184,5.4E-05,-3.3E-05,-2.1E-05,0.000468,-3.7E-05,-0.000228,0.00014,-0.000403,-1E-05,-0.000519,-0.000173,0.000246,-0.000293,-0.000323,-2.5E-05,-0.000571,1E-05,7.6E-05,-0.000228
2.6E-05,0.14955,-7.9E-05,-0.09994,6E-05,-0.000119,0.000164,4E-05,-0.149562,-3.7E-05,-0.100079,-7.9E-05,0.000182,5.3E-05,-3.2E-05,-2.1E-05,0.000465,-3.5E-05,-0.000229,0.00014,-0.000394,-2.7E-05,-0.000498,-0.000173,0.000246,-0.000293,-0.000319,-2.7E-05,-0.000575,1E-05,7.6E-05,-0.000224
2.8E-05,0.149548,-7.6E-05,-0.099941,5.7E-05,-0.00012,0.00017,4.3E-05,-0.14956,-3.7E-05,-0.100078,-8.1E-05,0.000183,5.5E-05,-3.3E-05,-2.1E-05,0.000469,-3.3E-05,-0.000227,0.00014,-0.000414,-4E-06,-0.000523,-0.000173,0.000246,-0.000293,-0.000339,4E-06,-0.000602,1E-05,7.4E-05,-0.000231
