4.5E-05,-0.149561,-3.9E-05,-0.100075,-8.4E-05,0.000182,5E-05,-0.00023
4.5E-05,-0.149561,-3.9E-05,-0.100075,-8.4E-05,0.000182,5E-05,-0.00023
3.6E-05,-0.149559,-3.8E-05,-0.100078,-8E-05,0.000183,5.3E-05,-0.000229
4.7E-05,-0.149561,-3.3E-05,-0.100077,-7.9E-05,0.000184,5.3E-05,-0.000229
3.4E-05,-0.149562,-3.7E-05,-0.100078,-7.7E-05,0.000183,5.1E-05,-0.000228
4.7E-05,-0.149561,-3.3E-05,-0.100077,-7.8E-05,0.000183,5.2E-05,-0.000227
4.2E-05,-0.149559,-4E-05,-0.100079,-8.1E-05,0.000183,5.5E-05,-0.000228
3.7E-05,-0.149561,-3.7E-05,-0.100079,-7.7E-05,0.000184,5.4E-05,-0.000228
4E-05,-0.149562,-3.7E-05,-0.100079,-7.9E-05,0.000182,5.3E-05,-0.000224
4.3E-05,-0.14956,-3.7E-05,-0.100078,-8.1E-05,0.000183,5.5E-05,-0.000231
4.2E-05,-0.149559,-3.8E-05,-0.100077,-8.2E-05,0.000183,5.4E-05,-0.00023
4.2E-05,-0.149562,-2.8E-05,-0.100087,-7.7E-05,0.000182,5.6E-05,-0.000224
4.8E-05,-0.149563,2.7E-05,-0.100182,-8.2E-05,0.000181,5.7E-05,-0.000212
0.000122,-0.14954,0.000493,-0.100902,-7.7E-05,0.000188,3.3E-05,-0.000183
0.000122,-0.14954,0.000493,-0.100902,-7.7E-05,0.000188,3.3E-05,-0.000183
0.000162,-0.149523,0.000963,-0.101608,-7E-05,0.00019,2.8E-05,-0.000185
0.000164,-0.149513,0.001607,-0.10256,-7.4E-05,0.000193,4.2E-05,-0.000196
0.000164,-0.149501,0.00245,-0.103845,-7.3E-05,0.000194,2.6E-05,-0.000212
0.000138,-0.14948,0.003497,-0.105388,-7.5E-05,0.000197,4.9E-05,-0.000222
0.00012,-0.149463,0.004751,-0.107257,-7.7E-05,0.000203,5.6E-05,-0.000228
0.000109,-0.149443,0.006207,-0.109438,-7.7E-05,0.000204,5.6E-05,-0.00024
0.000105,-0.149412,0.007858,-0.111899,-7.9E-05,0.000211,6.8E-05,-0.000261
0.000118,-0.149347,0.011693,-0.117647,-7.9E-05,0.000222,6.5E-05,-0.000312
0.000118,-0.149347,0.011693,-0.117647,-7.9E-05,0.000222,6.5E-05,-0.000312
0.000107,-0.149283,0.016125,-0.124276,-8.1E-05,0.000234,7.2E-05,-0.000346
0.000107,-0.149283,0.016125,-0.124276,-8.1E-05,0.000234,7.2E-05,-0.000346
8.6E-05,-0.149257,0.01852,-0.127848,-8.1E-05,0.00024,8.2E-05,-0.000362
5.2E-05,-0.149234,0.021007,-0.131551,-8.5E-05,0.000241,0.000102,-0.000379
4.4E-05,-0.149208,0.023573,-0.135392,-8.6E-05,0.000245,0.000104,-0.000398
5.1E-05,-0.149158,0.02888,-0.143343,-8.6E-05,0.000254,1E-04,-0.000416
5.1E-05,-0.149158,0.02888,-0.143343,-8.6E-05,0.000254,1E-04,-0.000416
5.3E-05,-0.149141,0.031592,-0.1474,-8.8E-05,0.000255,0.000109,-0.000415
5.8E-05,-0.14913,0.034333,-0.151522,-9.2E-05,0.000252,0.000101,-0.000415
5.4E-05,-0.149118,0.039915,-0.159856,-8.7E-05,0.000257,0.00012,-0.000401
5.4E-05,-0.149118,0.039915,-0.159856,-8.7E-05,0.000257,0.00012,-0.000401
4.9E-05,-0.149123,0.042755,-0.164123,-9.1E-05,0.000253,0.000116,-0.000386
5.4E-05,-0.149124,0.045657,-0.168467,-9.2E-05,0.000251,0.000126,-0.000372
0.000112,-0.149127,0.051755,-0.177602,-8.3E-05,0.000248,0.000112,-0.000314
0.000112,-0.149127,0.051755,-0.177602,-8.3E-05,0.000248,0.000112,-0.000314
0.000194,-0.149133,0.058642,-0.187959,-8.4E-05,0.00025,0.000106,-0.00024
0.000194,-0.149133,0.058642,-0.187959,-8.4E-05,0.00025,0.000106,-0.00024
0.000244,-0.149124,0.062553,-0.193829,-7.8E-05,0.000248,8.9E-05,-0.000218
0.000221,-0.149142,0.071218,-0.206818,-7.9E-05,0.000239,9E-05,-0.000249
0.000221,-0.149142,0.071218,-0.206818,-7.9E-05,0.000239,9E-05,-0.000249
2.1E-05,-0.14921,0.08065,-0.220903,-9.1E-05,0.000223,0.00014,-0.000275
2.1E-05,-0.14921,0.08065,-0.220903,-9.1E-05,0.000223,0.00014,-0.000275
-6E-05,-0.149228,0.085509,-0.22814,-9.8E-05,0.000219,0.000171,-0.000265
-4.4E-05,-0.149236,0.095334,-0.242863,-9.1E-05,0.000207,0.00017,-0.000218
-4.4E-05,-0.149236,0.095334,-0.242863,-9.1E-05,0.000207,0.00017,-0.000218
6.7E-05,-0.149213,0.100323,-0.250356,-8.6E-05,0.000213,0.000159,-0.000186
0.000159,-0.149196,0.105427,-0.258038,-8.5E-05,0.000216,0.000136,-0.000164
0.000214,-0.149196,0.1107,-0.265957,-8.2E-05,0.000216,0.000119,-0.000132
0.000229,-0.149206,0.116143,-0.274129,-8E-05,0.000209,0.000112,-0.000123
0.00016,-0.149234,0.12174,-0.282492,-8.7E-05,0.000202,0.00014,-0.00012
7.2E-05,-0.149283,0.127487,-0.29107,-8.7E-05,0.000192,0.000164,-0.000125
-6.4E-05,-0.149343,0.139329,-0.308789,-1E-04,0.000169,0.000197,-9.5E-05
-6.4E-05,-0.149343,0.139329,-0.308789,-1E-04,0.000169,0.000197,-9.5E-05
-2.7E-05,-0.149337,0.145425,-0.317924,-0.000107,0.000165,0.000194,-5.6E-05
0.000232,-0.149317,0.164677,-0.346808,-7.9E-05,0.000174,0.000168,4.6E-05
0.000232,-0.149317,0.164677,-0.346808,-7.9E-05,0.000174,0.000168,4.6E-05
0.000232,-0.149317,0.164677,-0.346808,-7.9E-05,0.000174,0.000168,4.6E-05
0.000246,-0.149292,0.171544,-0.357133,-7.8E-05,0.000174,0.00013,4.5E-05
0.000177,-0.14932,0.178529,-0.367589,-8.1E-05,0.000168,0.000137,1.8E-05
-2.6E-05,-0.149398,0.185495,-0.377959,-9E-05,0.000146,0.000213,-3E-05
-0.000176,-0.149491,0.192371,-0.388207,-9.7E-05,0.000135,0.000248,-3.3E-05
-0.000273,-0.14954,0.199136,-0.398307,-0.000104,0.000112,0.000287,3.1E-05
-0.000229,-0.149525,0.205892,-0.408433,-0.000102,0.000107,0.0003,0.000138
-5.7E-05,-0.149468,0.212747,-0.418757,-9E-05,0.000123,0.000252,0.000235
0.000188,-0.149357,0.219688,-0.429253,-8.7E-05,0.00014,0.000157,0.000234
0.000237,-0.14934,0.233448,-0.449889,-7.6E-05,0.000141,0.000114,7.4E-05
0.000237,-0.14934,0.233448,-0.449889,-7.6E-05,0.000141,0.000114,7.4E-05
-3.1E-05,-0.149493,0.240027,-0.459679,-9.2E-05,0.000107,0.00022,5.7E-05
-0.000281,-0.149661,0.24641,-0.469097,-9.1E-05,9.6E-05,0.000296,0.000155
-0.000355,-0.149675,0.258668,-0.48745,-0.000105,5.3E-05,0.000367,0.000398
-0.000355,-0.149675,0.258668,-0.48745,-0.000105,5.3E-05,0.000367,0.000398
-0.000101,-0.149559,0.264699,-0.496552,-9.6E-05,8.1E-05,0.000291,0.00039
0.000218,-0.149423,0.270672,-0.505537,-7.5E-05,0.000111,0.000228,0.000311
0.000341,-0.149328,0.276481,-0.514273,-6.5E-05,0.000138,0.000149,0.000235
0.000245,-0.149384,0.282082,-0.5227,-7.8E-05,0.00012,0.000163,0.000234
2.7E-05,-0.149558,0.287513,-0.530771,-8.4E-05,6.7E-05,0.000259,0.000302
-0.000248,-0.149705,0.292797,-0.538607,-9.4E-05,3.6E-05,0.000358,0.000388
-0.000248,-0.149705,0.292797,-0.538607,-9.4E-05,3.6E-05,0.000358,0.000388
-0.000371,-0.149768,0.29794,-0.546279,-1E-04,3.8E-05,0.000359,0.000415
-0.000354,-0.149746,0.302974,-0.553808,-0.000102,4.4E-05,0.000344,0.00042
0.000147,-0.149509,0.312928,-0.568865,-9.3E-05,5E-05,0.00025,0.000427
0.000147,-0.149509,0.312928,-0.568865,-9.3E-05,5E-05,0.00025,0.000427
